family_code,pokedex_number,form_code,pokemon_name,pokemon_name_pl,evolution_tier,normal_stage,is_baby,evolves_from_pokedex_number,evolves_from_form_code,branch_order,notes
"gouging-fire",1020,"NORMAL","Gouging Fire",,0,"BASIC",false,,,0,""
"great-tusk",984,"NORMAL","Great Tusk",,0,"BASIC",false,,,0,""
"greavard",971,"NORMAL","Greavard",,0,"BASIC",false,,,0,""
"greavard",972,"NORMAL","Houndstone",,1,"STAGE1",false,971,"NORMAL",0,""
"grimer",88,"NORMAL","Grimer",,0,"BASIC",false,,,0,""
"grimer",89,"NORMAL","Muk",,1,"STAGE1",false,88,"NORMAL",0,""
"grookey",810,"NORMAL","Grookey",,0,"BASIC",false,,,0,""
"grookey",811,"NORMAL","Thwackey",,1,"STAGE1",false,810,"NORMAL",0,""
"grookey",812,"NORMAL","Rillaboom",,2,"STAGE2",false,811,"NORMAL",0,""
"groudon",383,"NORMAL","Groudon",,0,"BASIC",false,,,0,""
"growlithe",58,"NORMAL","Growlithe",,0,"BASIC",false,,,0,""
"growlithe",59,"NORMAL","Arcanine",,1,"STAGE1",false,58,"NORMAL",0,""
"grubbin",736,"NORMAL","Grubbin",,0,"BASIC",false,,,0,""
"grubbin",737,"NORMAL","Charjabug",,1,"STAGE1",false,736,"NORMAL",0,""
"grubbin",738,"NORMAL","Vikavolt",,2,"STAGE2",false,737,"NORMAL",0,""
"gulpin",316,"NORMAL","Gulpin",,0,"BASIC",false,,,0,""
"gulpin",317,"NORMAL","Swalot",,1,"STAGE1",false,316,"NORMAL",0,""
"guzzlord",799,"NORMAL","Guzzlord",,0,"BASIC",false,,,0,""
"happiny",440,"NORMAL","Happiny",,0,"BASIC",true,,,0,""
"happiny",113,"NORMAL","Chansey",,1,"STAGE1",false,440,"NORMAL",0,""
"happiny",242,"NORMAL","Blissey",,2,"STAGE2",false,113,"NORMAL",0,""
"hatenna",856,"NORMAL","Hatenna",,0,"BASIC",false,,,0,""
"hatenna",857,"NORMAL","Hattrem",,1,"STAGE1",false,856,"NORMAL",0,""
"hatenna",858,"NORMAL","Hatterene",,2,"STAGE2",false,857,"NORMAL",0,""
"hawlucha",701,"NORMAL","Hawlucha",,0,"BASIC",false,,,0,""
"heatmor",631,"NORMAL","Heatmor",,0,"BASIC",false,,,0,""
"heatran",485,"NORMAL","Heatran",,0,"BASIC",false,,,0,""
"helioptile",694,"NORMAL","Helioptile",,0,"BASIC",false,,,0,""
"helioptile",695,"NORMAL","Heliolisk",,1,"STAGE1",false,694,"NORMAL",0,""
"heracross",214,"NORMAL","Heracross",,0,"BASIC",false,,,0,""
"hippopotas",449,"NORMAL","Hippopotas",,0,"BASIC",false,,,0,""
"hippopotas",450,"NORMAL","Hippowdon",,1,"STAGE1",false,449,"NORMAL",0,""
"ho-oh",250,"NORMAL","Ho-Oh",,0,"BASIC",false,,,0,""
"honedge",679,"NORMAL","Honedge",,0,"BASIC",false,,,0,""
"honedge",680,"NORMAL","Doublade",,1,"STAGE1",false,679,"NORMAL",0,""
"honedge",681,"NORMAL","Aegislash",,2,"STAGE2",false,680,"NORMAL",0,""
"hoopa",720,"NORMAL","Hoopa",,0,"BASIC",false,,,0,""
"hoothoot",163,"NORMAL","Hoothoot",,0,"BASIC",false,,,0,""
"hoothoot",164,"NORMAL","Noctowl",,1,"STAGE1",false,163,"NORMAL",0,""
"hoppip",187,"NORMAL","Hoppip",,0,"BASIC",false,,,0,""
"hoppip",188,"NORMAL","Skiploom",,1,"STAGE1",false,187,"NORMAL",0,""
"hoppip",189,"NORMAL","Jumpluff",,2,"STAGE2",false,188,"NORMAL",0,""
"horsea",116,"NORMAL","Horsea",,0,"BASIC",false,,,0,""
"horsea",117,"NORMAL","Seadra",,1,"STAGE1",false,116,"NORMAL",0,""
"horsea",230,"NORMAL","Kingdra",,2,"STAGE2",false,117,"NORMAL",0,""
"houndour",228,"NORMAL","Houndour",,0,"BASIC",false,,,0,""
"houndour",229,"NORMAL","Houndoom",,1,"STAGE1",false,228,"NORMAL",0,""
"igglybuff",174,"NORMAL","Igglybuff",,0,"BASIC",true,,,0,""
"igglybuff",39,"NORMAL","Jigglypuff",,1,"STAGE1",false,174,"NORMAL",0,""
"igglybuff",40,"NORMAL","Wigglytuff",,2,"STAGE2",false,39,"NORMAL",0,""
"illumise",314,"NORMAL","Illumise",,0,"BASIC",false,,,0,""
"impidimp",859,"NORMAL","Impidimp",,0,"BASIC",false,,,0,""
"impidimp",860,"NORMAL","Morgrem",,1,"STAGE1",false,859,"NORMAL",0,""
"impidimp",861,"NORMAL","Grimmsnarl",,2,"STAGE2",false,860,"NORMAL",0,""
"indeedee",876,"NORMAL","Indeedee",,0,"BASIC",false,,,0,""
"inkay",686,"NORMAL","Inkay",,0,"BASIC",false,,,0,""
"inkay",687,"NORMAL","Malamar",,1,"STAGE1",false,686,"NORMAL",0,""
"iron-boulder",1022,"NORMAL","Iron Boulder",,0,"BASIC",false,,,0,""
"iron-bundle",991,"NORMAL","Iron Bundle",,0,"BASIC",false,,,0,""
"iron-crown",1023,"NORMAL","Iron Crown",,0,"BASIC",false,,,0,""
"iron-hands",992,"NORMAL","Iron Hands",,0,"BASIC",false,,,0,""
"iron-jugulis",993,"NORMAL","Iron Jugulis",,0,"BASIC",false,,,0,""
"iron-leaves",1010,"NORMAL","Iron Leaves",,0,"BASIC",false,,,0,""
"iron-moth",994,"NORMAL","Iron Moth",,0,"BASIC",false,,,0,""
"iron-thorns",995,"NORMAL","Iron Thorns",,0,"BASIC",false,,,0,""
"iron-treads",990,"NORMAL","Iron Treads",,0,"BASIC",false,,,0,""
"iron-valiant",1006,"NORMAL","Iron Valiant",,0,"BASIC",false,,,0,""
"jangmo-o",782,"NORMAL","Jangmo-o",,0,"BASIC",false,,,0,""
"jangmo-o",783,"NORMAL","Hakamo-o",,1,"STAGE1",false,782,"NORMAL",0,""
"jangmo-o",784,"NORMAL","Kommo-o",,2,"STAGE2",false,783,"NORMAL",0,""
"jirachi",385,"NORMAL","Jirachi",,0,"BASIC",false,,,0,""
"joltik",595,"NORMAL","Joltik",,0,"BASIC",false,,,0,""
"joltik",596,"NORMAL","Galvantula",,1,"STAGE1",false,595,"NORMAL",0,""
"kabuto",140,"NORMAL","Kabuto",,0,"BASIC",false,,,0,""
"kabuto",141,"NORMAL","Kabutops",,1,"STAGE1",false,140,"NORMAL",0,""
"kangaskhan",115,"NORMAL","Kangaskhan",,0,"BASIC",false,,,0,""
"karrablast",588,"NORMAL","Karrablast",,0,"BASIC",false,,,0,""
"karrablast",589,"NORMAL","Escavalier",,1,"STAGE1",false,588,"NORMAL",0,""
"kartana",798,"NORMAL","Kartana",,0,"BASIC",false,,,0,""
"kecleon",352,"NORMAL","Kecleon",,0,"BASIC",false,,,0,""
"keldeo",647,"NORMAL","Keldeo",,0,"BASIC",false,,,0,""
"klawf",950,"NORMAL","Klawf",,0,"BASIC",false,,,0,""
"klefki",707,"NORMAL","Klefki",,0,"BASIC",false,,,0,""
"klink",599,"NORMAL","Klink",,0,"BASIC",false,,,0,""
"klink",600,"NORMAL","Klang",,1,"STAGE1",false,599,"NORMAL",0,""
"klink",601,"NORMAL","Klinklang",,2,"STAGE2",false,600,"NORMAL",0,""
"koffing",109,"NORMAL","Koffing",,0,"BASIC",false,,,0,""
"koffing",110,"NORMAL","Weezing",,1,"STAGE1",false,109,"NORMAL",0,""
"komala",775,"NORMAL","Komala",,0,"BASIC",false,,,0,""
"koraidon",1007,"NORMAL","Koraidon",,0,"BASIC",false,,,0,""
"krabby",98,"NORMAL","Krabby",,0,"BASIC",false,,,0,""
"krabby",99,"NORMAL","Kingler",,1,"STAGE1",false,98,"NORMAL",0,""
"kricketot",401,"NORMAL","Kricketot",,0,"BASIC",false,,,0,""
"kricketot",402,"NORMAL","Kricketune",,1,"STAGE1",false,401,"NORMAL",0,""
"kubfu",891,"NORMAL","Kubfu",,0,"BASIC",false,,,0,""
"kubfu",892,"NORMAL","Urshifu",,1,"STAGE1",false,891,"NORMAL",0,""
"kyogre",382,"NORMAL","Kyogre",,0,"BASIC",false,,,0,""
"kyurem",646,"NORMAL","Kyurem",,0,"BASIC",false,,,0,""
"landorus",645,"NORMAL","Landorus",,0,"BASIC",false,,,0,""
"lapras",131,"NORMAL","Lapras",,0,"BASIC",false,,,0,""
"larvesta",636,"NORMAL","Larvesta",,0,"BASIC",false,,,0,""
"larvesta",637,"NORMAL","Volcarona",,1,"STAGE1",false,636,"NORMAL",0,""
"larvitar",246,"NORMAL","Larvitar",,0,"BASIC",false,,,0,""
"larvitar",247,"NORMAL","Pupitar",,1,"STAGE1",false,246,"NORMAL",0,""
"larvitar",248,"NORMAL","Tyranitar",,2,"STAGE2",false,247,"NORMAL",0,""
"latias",380,"NORMAL","Latias",,0,"BASIC",false,,,0,""
"latios",381,"NORMAL","Latios",,0,"BASIC",false,,,0,""
"lechonk",915,"NORMAL","Lechonk",,0,"BASIC",false,,,0,""
"lechonk",916,"NORMAL","Oinkologne",,1,"STAGE1",false,915,"NORMAL",0,""
"ledyba",165,"NORMAL","Ledyba",,0,"BASIC",false,,,0,""
"ledyba",166,"NORMAL","Ledian",,1,"STAGE1",false,165,"NORMAL",0,""
"lickitung",108,"NORMAL","Lickitung",,0,"BASIC",false,,,0,""
"lickitung",463,"NORMAL","Lickilicky",,1,"STAGE1",false,108,"NORMAL",0,""
"lileep",345,"NORMAL","Lileep",,0,"BASIC",false,,,0,""
"lileep",346,"NORMAL","Cradily",,1,"STAGE1",false,345,"NORMAL",0,""
"lillipup",506,"NORMAL","Lillipup",,0,"BASIC",false,,,0,""
"lillipup",507,"NORMAL","Herdier",,1,"STAGE1",false,506,"NORMAL",0,""
"lillipup",508,"NORMAL","Stoutland",,2,"STAGE2",false,507,"NORMAL",0,""
"litleo",667,"NORMAL","Litleo",,0,"BASIC",false,,,0,""
"litleo",668,"NORMAL","Pyroar",,1,"STAGE1",false,667,"NORMAL",0,""
"litten",725,"NORMAL","Litten",,0,"BASIC",false,,,0,""
"litten",726,"NORMAL","Torracat",,1,"STAGE1",false,725,"NORMAL",0,""
"litten",727,"NORMAL","Incineroar",,2,"STAGE2",false,726,"NORMAL",0,""
"litwick",607,"NORMAL","Litwick",,0,"BASIC",false,,,0,""
"litwick",608,"NORMAL","Lampent",,1,"STAGE1",false,607,"NORMAL",0,""
"litwick",609,"NORMAL","Chandelure",,2,"STAGE2",false,608,"NORMAL",0,""
"lotad",270,"NORMAL","Lotad",,0,"BASIC",false,,,0,""
"lotad",271,"NORMAL","Lombre",,1,"STAGE1",false,270,"NORMAL",0,""
"lotad",272,"NORMAL","Ludicolo",,2,"STAGE2",false,271,"NORMAL",0,""
"lugia",249,"NORMAL","Lugia",,0,"BASIC",false,,,0,""
"lunatone",337,"NORMAL","Lunatone",,0,"BASIC",false,,,0,""
"luvdisc",370,"NORMAL","Luvdisc",,0,"BASIC",false,,,0,""
"machop",66,"NORMAL","Machop",,0,"BASIC",false,,,0,""
"machop",67,"NORMAL","Machoke",,1,"STAGE1",false,66,"NORMAL",0,""
"machop",68,"NORMAL","Machamp",,2,"STAGE2",false,67,"NORMAL",0,""
"magby",240,"NORMAL","Magby",,0,"BASIC",true,,,0,""
"magby",126,"NORMAL","Magmar",,1,"STAGE1",false,240,"NORMAL",0,""
"magby",467,"NORMAL","Magmortar",,2,"STAGE2",false,126,"NORMAL",0,""
"magearna",801,"NORMAL","Magearna",,0,"BASIC",false,,,0,""
"magikarp",129,"NORMAL","Magikarp",,0,"BASIC",false,,,0,""
"magikarp",130,"NORMAL","Gyarados",,1,"STAGE1",false,129,"NORMAL",0,""
"magnemite",81,"NORMAL","Magnemite",,0,"BASIC",false,,,0,""
"magnemite",82,"NORMAL","Magneton",,1,"STAGE1",false,81,"NORMAL",0,""
"magnemite",462,"NORMAL","Magnezone",,2,"STAGE2",false,82,"NORMAL",0,""
"makuhita",296,"NORMAL","Makuhita",,0,"BASIC",false,,,0,""
"makuhita",297,"NORMAL","Hariyama",,1,"STAGE1",false,296,"NORMAL",0,""
"mankey",56,"NORMAL","Mankey",,0,"BASIC",false,,,0,""
"mankey",57,"NORMAL","Primeape",,1,"STAGE1",false,56,"NORMAL",0,""
"mankey",979,"NORMAL","Annihilape",,2,"STAGE2",false,57,"NORMAL",0,""
"mantyke",458,"NORMAL","Mantyke",,0,"BASIC",true,,,0,""
"mantyke",226,"NORMAL","Mantine",,1,"STAGE1",false,458,"NORMAL",0,""
"maractus",556,"NORMAL","Maractus",,0,"BASIC",false,,,0,""
"mareanie",747,"NORMAL","Mareanie",,0,"BASIC",false,,,0,""
"mareanie",748,"NORMAL","Toxapex",,1,"STAGE1",false,747,"NORMAL",0,""
"mareep",179,"NORMAL","Mareep",,0,"BASIC",false,,,0,""
"mareep",180,"NORMAL","Flaaffy",,1,"STAGE1",false,179,"NORMAL",0,""
"mareep",181,"NORMAL","Ampharos",,2,"STAGE2",false,180,"NORMAL",0,""
"marshadow",802,"NORMAL","Marshadow",,0,"BASIC",false,,,0,""
"maschiff",942,"NORMAL","Maschiff",,0,"BASIC",false,,,0,""
"maschiff",943,"NORMAL","Mabosstiff",,1,"STAGE1",false,942,"NORMAL",0,""
"mawile",303,"NORMAL","Mawile",,0,"BASIC",false,,,0,""
"meditite",307,"NORMAL","Meditite",,0,"BASIC",false,,,0,""
"meditite",308,"NORMAL","Medicham",,1,"STAGE1",false,307,"NORMAL",0,""
"melmetal",809,"NORMAL","Melmetal",,0,"BASIC",false,,,0,""
"meloetta",648,"NORMAL","Meloetta",,0,"BASIC",false,,,0,""
"meltan",808,"NORMAL","Meltan",,0,"BASIC",false,,,0,""
"meowth",52,"NORMAL","Meowth",,0,"BASIC",false,,,0,""
"meowth",53,"NORMAL","Persian",,1,"STAGE1",false,52,"NORMAL",0,""
"meowth",863,"NORMAL","Perrserker",,1,"STAGE1",false,52,"NORMAL",1,""
"mesprit",481,"NORMAL","Mesprit",,0,"BASIC",false,,,0,""
"mew",151,"NORMAL","Mew",,0,"BASIC",false,,,0,""
"mewtwo",150,"NORMAL","Mewtwo",,0,"BASIC",false,,,0,""
"mienfoo",619,"NORMAL","Mienfoo",,0,"BASIC",false,,,0,""
"mienfoo",620,"NORMAL","Mienshao",,1,"STAGE1",false,619,"NORMAL",0,""
"milcery",868,"NORMAL","Milcery",,0,"BASIC",false,,,0,""
"milcery",869,"NORMAL","Alcremie",,1,"STAGE1",false,868,"NORMAL",0,""
"miltank",241,"NORMAL","Miltank",,0,"BASIC",false,,,0,""
"mime-jr",439,"NORMAL","Mime Jr.",,0,"BASIC",true,,,0,""
"mime-jr",122,"NORMAL","Mr. Mime",,1,"STAGE1",false,439,"NORMAL",0,""
"mime-jr",866,"NORMAL","Mr. Rime",,2,"STAGE2",false,122,"NORMAL",0,""
"mimikyu",778,"NORMAL","Mimikyu",,0,"BASIC",false,,,0,""
"minccino",572,"NORMAL","Minccino",,0,"BASIC",false,,,0,""
"minccino",573,"NORMAL","Cinccino",,1,"STAGE1",false,572,"NORMAL",0,""
"minior",774,"NORMAL","Minior",,0,"BASIC",false,,,0,""
"minun",312,"NORMAL","Minun",,0,"BASIC",false,,,0,""
"miraidon",1008,"NORMAL","Miraidon",,0,"BASIC",false,,,0,""
"misdreavus",200,"NORMAL","Misdreavus",,0,"BASIC",false,,,0,""
"misdreavus",429,"NORMAL","Mismagius",,1,"STAGE1",false,200,"NORMAL",0,""
"moltres",146,"NORMAL","Moltres",,0,"BASIC",false,,,0,""
"morelull",755,"NORMAL","Morelull",,0,"BASIC",false,,,0,""
"morelull",756,"NORMAL","Shiinotic",,1,"STAGE1",false,755,"NORMAL",0,""
"morpeko",877,"NORMAL","Morpeko",,0,"BASIC",false,,,0,""
"mudbray",749,"NORMAL","Mudbray",,0,"BASIC",false,,,0,""
"mudbray",750,"NORMAL","Mudsdale",,1,"STAGE1",false,749,"NORMAL",0,""
"mudkip",258,"NORMAL","Mudkip",,0,"BASIC",false,,,0,""
"mudkip",259,"NORMAL","Marshtomp",,1,"STAGE1",false,258,"NORMAL",0,""
"mudkip",260,"NORMAL","Swampert",,2,"STAGE2",false,259,"NORMAL",0,""
"munchlax",446,"NORMAL","Munchlax",,0,"BASIC",true,,,0,""
"munchlax",143,"NORMAL","Snorlax",,1,"STAGE1",false,446,"NORMAL",0,""
"munkidori",1015,"NORMAL","Munkidori",,0,"BASIC",false,,,0,""
"munna",517,"NORMAL","Munna",,0,"BASIC",false,,,0,""
"munna",518,"NORMAL","Musharna",,1,"STAGE1",false,517,"NORMAL",0,""
"murkrow",198,"NORMAL","Murkrow",,0,"BASIC",false,,,0,""
"murkrow",430,"NORMAL","Honchkrow",,1,"STAGE1",false,198,"NORMAL",0,""
"nacli",932,"NORMAL","Nacli",,0,"BASIC",false,,,0,""
"nacli",933,"NORMAL","Naclstack",,1,"STAGE1",false,932,"NORMAL",0,""
"nacli",934,"NORMAL","Garganacl",,2,"STAGE2",false,933,"NORMAL",0,""
"natu",177,"NORMAL","Natu",,0,"BASIC",false,,,0,""
"natu",178,"NORMAL","Xatu",,1,"STAGE1",false,177,"NORMAL",0,""
"necrozma",800,"NORMAL","Necrozma",,0,"BASIC",false,,,0,""
"nickit",827,"NORMAL","Nickit",,0,"BASIC",false,,,0,""
"nickit",828,"NORMAL","Thievul",,1,"STAGE1",false,827,"NORMAL",0,""
"nidoran-f",29,"NORMAL","Nidoran♀",,0,"BASIC",false,,,0,""
"nidoran-f",30,"NORMAL","Nidorina",,1,"STAGE1",false,29,"NORMAL",0,""
"nidoran-f",31,"NORMAL","Nidoqueen",,2,"STAGE2",false,30,"NORMAL",0,""
"nidoran-m",32,"NORMAL","Nidoran♂",,0,"BASIC",false,,,0,""
"nidoran-m",33,"NORMAL","Nidorino",,1,"STAGE1",false,32,"NORMAL",0,""
"nidoran-m",34,"NORMAL","Nidoking",,2,"STAGE2",false,33,"NORMAL",0,""
"nihilego",793,"NORMAL","Nihilego",,0,"BASIC",false,,,0,""
"nincada",290,"NORMAL","Nincada",,0,"BASIC",false,,,0,""
"nincada",291,"NORMAL","Ninjask",,1,"STAGE1",false,290,"NORMAL",0,""
"nincada",292,"NORMAL","Shedinja",,1,"STAGE1",false,290,"NORMAL",1,""
"noibat",714,"NORMAL","Noibat",,0,"BASIC",false,,,0,""
"noibat",715,"NORMAL","Noivern",,1,"STAGE1",false,714,"NORMAL",0,""
"nosepass",299,"NORMAL","Nosepass",,0,"BASIC",false,,,0,""
"nosepass",476,"NORMAL","Probopass",,1,"STAGE1",false,299,"NORMAL",0,""
"numel",322,"NORMAL","Numel",,0,"BASIC",false,,,0,""
"numel",323,"NORMAL","Camerupt",,1,"STAGE1",false,322,"NORMAL",0,""
"nymble",919,"NORMAL","Nymble",,0,"BASIC",false,,,0,""
"nymble",920,"NORMAL","Lokix",,1,"STAGE1",false,919,"NORMAL",0,""
"oddish",43,"NORMAL","Oddish",,0,"BASIC",false,,,0,""
"oddish",44,"NORMAL","Gloom",,1,"STAGE1",false,43,"NORMAL",0,""
"oddish",45,"NORMAL","Vileplume",,2,"STAGE2",false,44,"NORMAL",0,""
"oddish",182,"NORMAL","Bellossom",,2,"STAGE2",false,44,"NORMAL",1,""
"ogerpon",1017,"NORMAL","Ogerpon",,0,"BASIC",false,,,0,""
"okidogi",1014,"NORMAL","Okidogi",,0,"BASIC",false,,,0,""
"omanyte",138,"NORMAL","Omanyte",,0,"BASIC",false,,,0,""
"omanyte",139,"NORMAL","Omastar",,1,"STAGE1",false,138,"NORMAL",0,""
"onix",95,"NORMAL","Onix",,0,"BASIC",false,,,0,""
"onix",208,"NORMAL","Steelix",,1,"STAGE1",false,95,"NORMAL",0,""
"oranguru",765,"NORMAL","Oranguru",,0,"BASIC",false,,,0,""
"oricorio",741,"NORMAL","Oricorio",,0,"BASIC",false,,,0,""
"orthworm",968,"NORMAL","Orthworm",,0,"BASIC",false,,,0,""
"oshawott",501,"NORMAL","Oshawott",,0,"BASIC",false,,,0,""
"oshawott",502,"NORMAL","Dewott",,1,"STAGE1",false,501,"NORMAL",0,""
"oshawott",503,"NORMAL","Samurott",,2,"STAGE2",false,502,"NORMAL",0,""
"pachirisu",417,"NORMAL","Pachirisu",,0,"BASIC",false,,,0,""
"palkia",484,"NORMAL","Palkia",,0,"BASIC",false,,,0,""
"pancham",674,"NORMAL","Pancham",,0,"BASIC",false,,,0,""
"pancham",675,"NORMAL","Pangoro",,1,"STAGE1",false,674,"NORMAL",0,""
"panpour",515,"NORMAL","Panpour",,0,"BASIC",false,,,0,""
"panpour",516,"NORMAL","Simipour",,1,"STAGE1",false,515,"NORMAL",0,""
"pansage",511,"NORMAL","Pansage",,0,"BASIC",false,,,0,""
"pansage",512,"NORMAL","Simisage",,1,"STAGE1",false,511,"NORMAL",0,""
"pansear",513,"NORMAL","Pansear",,0,"BASIC",false,,,0,""
"pansear",514,"NORMAL","Simisear",,1,"STAGE1",false,513,"NORMAL",0,""
"paras",46,"NORMAL","Paras",,0,"BASIC",false,,,0,""
"paras",47,"NORMAL","Parasect",,1,"STAGE1",false,46,"NORMAL",0,""
"passimian",766,"NORMAL","Passimian",,0,"BASIC",false,,,0,""
"patrat",504,"NORMAL","Patrat",,0,"BASIC",false,,,0,""
"patrat",505,"NORMAL","Watchog",,1,"STAGE1",false,504,"NORMAL",0,""
"pawmi",921,"NORMAL","Pawmi",,0,"BASIC",false,,,0,""
"pawmi",922,"NORMAL","Pawmo",,1,"STAGE1",false,921,"NORMAL",0,""
"pawmi",923,"NORMAL","Pawmot",,2,"STAGE2",false,922,"NORMAL",0,""
"pawniard",624,"NORMAL","Pawniard",,0,"BASIC",false,,,0,""
"pawniard",625,"NORMAL","Bisharp",,1,"STAGE1",false,624,"NORMAL",0,""
"pawniard",983,"NORMAL","Kingambit",,2,"STAGE2",false,625,"NORMAL",0,""
"pecharunt",1025,"NORMAL","Pecharunt",,0,"BASIC",false,,,0,""
"petilil",548,"NORMAL","Petilil",,0,"BASIC",false,,,0,""
"petilil",549,"NORMAL","Lilligant",,1,"STAGE1",false,548,"NORMAL",0,""
"phanpy",231,"NORMAL","Phanpy",,0,"BASIC",false,,,0,""
"phanpy",232,"NORMAL","Donphan",,1,"STAGE1",false,231,"NORMAL",0,""
"phantump",708,"NORMAL","Phantump",,0,"BASIC",false,,,0,""
"phantump",709,"NORMAL","Trevenant",,1,"STAGE1",false,708,"NORMAL",0,""
"pheromosa",795,"NORMAL","Pheromosa",,0,"BASIC",false,,,0,""
"phione",489,"NORMAL","Phione",,0,"BASIC",false,,,0,""
"phione",490,"NORMAL","Manaphy",,1,"STAGE1",false,489,"NORMAL",0,""
"pichu",172,"NORMAL","Pichu",,0,"BASIC",true,,,0,""
"pichu",25,"NORMAL","Pikachu",,1,"STAGE1",false,172,"NORMAL",0,""
"pichu",26,"NORMAL","Raichu",,2,"STAGE2",false,25,"NORMAL",0,""
"pidgey",16,"NORMAL","Pidgey",,0,"BASIC",false,,,0,""
"pidgey",17,"NORMAL","Pidgeotto",,1,"STAGE1",false,16,"NORMAL",0,""
"pidgey",18,"NORMAL","Pidgeot",,2,"STAGE2",false,17,"NORMAL",0,""
"pidove",519,"NORMAL","Pidove",,0,"BASIC",false,,,0,""
"pidove",520,"NORMAL","Tranquill",,1,"STAGE1",false,519,"NORMAL",0,""
"pidove",521,"NORMAL","Unfezant",,2,"STAGE2",false,520,"NORMAL",0,""
"pikipek",731,"NORMAL","Pikipek",,0,"BASIC",false,,,0,""
"pikipek",732,"NORMAL","Trumbeak",,1,"STAGE1",false,731,"NORMAL",0,""
"pikipek",733,"NORMAL","Toucannon",,2,"STAGE2",false,732,"NORMAL",0,""
"pincurchin",871,"NORMAL","Pincurchin",,0,"BASIC",false,,,0,""
"pineco",204,"NORMAL","Pineco",,0,"BASIC",false,,,0,""
"pineco",205,"NORMAL","Forretress",,1,"STAGE1",false,204,"NORMAL",0,""
"pinsir",127,"NORMAL","Pinsir",,0,"BASIC",false,,,0,""
"piplup",393,"NORMAL","Piplup",,0,"BASIC",false,,,0,""
"piplup",394,"NORMAL","Prinplup",,1,"STAGE1",false,393,"NORMAL",0,""
"piplup",395,"NORMAL","Empoleon",,2,"STAGE2",false,394,"NORMAL",0,""
"plusle",311,"NORMAL","Plusle",,0,"BASIC",false,,,0,""
"poipole",803,"NORMAL","Poipole",,0,"BASIC",false,,,0,""
"poipole",804,"NORMAL","Naganadel",,1,"STAGE1",false,803,"NORMAL",0,""
"poliwag",60,"NORMAL","Poliwag",,0,"BASIC",false,,,0,""
"poliwag",61,"NORMAL","Poliwhirl",,1,"STAGE1",false,60,"NORMAL",0,""
"poliwag",62,"NORMAL","Poliwrath",,2,"STAGE2",false,61,"NORMAL",0,""
"poliwag",186,"NORMAL","Politoed",,2,"STAGE2",false,61,"NORMAL",1,""
"poltchageist",1012,"NORMAL","Poltchageist",,0,"BASIC",false,,,0,""
"poltchageist",1013,"NORMAL","Sinistcha",,1,"STAGE1",false,1012,"NORMAL",0,""
"ponyta",77,"NORMAL","Ponyta",,0,"BASIC",false,,,0,""
"ponyta",78,"NORMAL","Rapidash",,1,"STAGE1",false,77,"NORMAL",0,""
"poochyena",261,"NORMAL","Poochyena",,0,"BASIC",false,,,0,""
"poochyena",262,"NORMAL","Mightyena",,1,"STAGE1",false,261,"NORMAL",0,""
"popplio",728,"NORMAL","Popplio",,0,"BASIC",false,,,0,""
"popplio",729,"NORMAL","Brionne",,1,"STAGE1",false,728,"NORMAL",0,""
"popplio",730,"NORMAL","Primarina",,2,"STAGE2",false,729,"NORMAL",0,""
"porygon",137,"NORMAL","Porygon",,0,"BASIC",false,,,0,""
"porygon",233,"NORMAL","Porygon2",,1,"STAGE1",false,137,"NORMAL",0,""
"porygon",474,"NORMAL","Porygon-Z",,2,"STAGE2",false,233,"NORMAL",0,""
"psyduck",54,"NORMAL","Psyduck",,0,"BASIC",false,,,0,""
"psyduck",55,"NORMAL","Golduck",,1,"STAGE1",false,54,"NORMAL",0,""
"pumpkaboo",710,"NORMAL","Pumpkaboo",,0,"BASIC",false,,,0,""
"pumpkaboo",711,"NORMAL","Gourgeist",,1,"STAGE1",false,710,"NORMAL",0,""
"purrloin",509,"NORMAL","Purrloin",,0,"BASIC",false,,,0,""
"purrloin",510,"NORMAL","Liepard",,1,"STAGE1",false,509,"NORMAL",0,""
"pyukumuku",771,"NORMAL","Pyukumuku",,0,"BASIC",false,,,0,""
"quaxly",912,"NORMAL","Quaxly",,0,"BASIC",false,,,0,""
"quaxly",913,"NORMAL","Quaxwell",,1,"STAGE1",false,912,"NORMAL",0,""
"quaxly",914,"NORMAL","Quaquaval",,2,"STAGE2",false,913,"NORMAL",0,""
"qwilfish",211,"NORMAL","Qwilfish",,0,"BASIC",false,,,0,""
"qwilfish",904,"NORMAL","Overqwil",,1,"STAGE1",false,211,"NORMAL",0,""
"raging-bolt",1021,"NORMAL","Raging Bolt",,0,"BASIC",false,,,0,""
"raikou",243,"NORMAL","Raikou",,0,"BASIC",false,,,0,""
"ralts",280,"NORMAL","Ralts",,0,"BASIC",false,,,0,""
"ralts",281,"NORMAL","Kirlia",,1,"STAGE1",false,280,"NORMAL",0,""
"ralts",282,"NORMAL","Gardevoir",,2,"STAGE2",false,281,"NORMAL",0,""
"ralts",475,"NORMAL","Gallade",,2,"STAGE2",false,281,"NORMAL",1,""
"rattata",19,"NORMAL","Rattata",,0,"BASIC",false,,,0,""
"rattata",20,"NORMAL","Raticate",,1,"STAGE1",false,19,"NORMAL",0,""
"rayquaza",384,"NORMAL","Rayquaza",,0,"BASIC",false,,,0,""
"regice",378,"NORMAL","Regice",,0,"BASIC",false,,,0,""
"regidrago",895,"NORMAL","Regidrago",,0,"BASIC",false,,,0,""
