family_code,from_pokedex_number,from_form_code,from_card_state,to_pokedex_number,to_form_code,to_card_state,rule_type,notes
"combee",415,"NORMAL","NORMAL",415,"NORMAL","GX","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state GX"
"combee",415,"NORMAL","NORMAL",415,"NORMAL","V","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state V"
"combee",415,"NORMAL","NORMAL",415,"NORMAL","MEGA","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state MEGA"
"combee",415,"NORMAL","NORMAL",416,"NORMAL","NORMAL","STANDARD","Standard evolution from species tree"
"combee",415,"NORMAL","V",415,"NORMAL","VMAX","SPECIAL_CHAIN","House rule: V can continue into same-species state VMAX"
"combee",415,"NORMAL","V",415,"NORMAL","VSTAR","SPECIAL_CHAIN","House rule: V can continue into same-species state VSTAR"
"combee",416,"NORMAL","NORMAL",416,"NORMAL","EX","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state EX"
"combee",416,"NORMAL","NORMAL",416,"NORMAL","GX","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state GX"
"combee",416,"NORMAL","NORMAL",416,"NORMAL","V","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state V"
"combee",416,"NORMAL","NORMAL",416,"NORMAL","MEGA","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state MEGA"
"combee",416,"NORMAL","V",416,"NORMAL","VMAX","SPECIAL_CHAIN","House rule: V can continue into same-species state VMAX"
"combee",416,"NORMAL","V",416,"NORMAL","VSTAR","SPECIAL_CHAIN","House rule: V can continue into same-species state VSTAR"
"comfey",764,"NORMAL","NORMAL",764,"NORMAL","EX","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state EX"
"comfey",764,"NORMAL","NORMAL",764,"NORMAL","GX","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state GX"
"comfey",764,"NORMAL","NORMAL",764,"NORMAL","V","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state V"
"comfey",764,"NORMAL","NORMAL",764,"NORMAL","MEGA","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state MEGA"
"comfey",764,"NORMAL","V",764,"NORMAL","VMAX","SPECIAL_CHAIN","House rule: V can continue into same-species state VMAX"
"comfey",764,"NORMAL","V",764,"NORMAL","VSTAR","SPECIAL_CHAIN","House rule: V can continue into same-species state VSTAR"
"corphish",341,"NORMAL","NORMAL",341,"NORMAL","EX","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state EX"
"corphish",341,"NORMAL","NORMAL",341,"NORMAL","GX","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state GX"
"corphish",341,"NORMAL","NORMAL",341,"NORMAL","V","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state V"
"corphish",341,"NORMAL","NORMAL",341,"NORMAL","MEGA","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state MEGA"
"corphish",341,"NORMAL","NORMAL",342,"NORMAL","NORMAL","STANDARD","Standard evolution from species tree"
"corphish",341,"NORMAL","V",341,"NORMAL","VMAX","SPECIAL_CHAIN","House rule: V can continue into same-species state VMAX"
"corphish",341,"NORMAL","V",341,"NORMAL","VSTAR","SPECIAL_CHAIN","House rule: V can continue into same-species state VSTAR"
"corphish",342,"NORMAL","NORMAL",342,"NORMAL","EX","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state EX"
"corphish",342,"NORMAL","NORMAL",342,"NORMAL","GX","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state GX"
"corphish",342,"NORMAL","NORMAL",342,"NORMAL","V","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state V"
"corphish",342,"NORMAL","NORMAL",342,"NORMAL","MEGA","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state MEGA"
"corphish",342,"NORMAL","V",342,"NORMAL","VMAX","SPECIAL_CHAIN","House rule: V can continue into same-species state VMAX"
"corphish",342,"NORMAL","V",342,"NORMAL","VSTAR","SPECIAL_CHAIN","House rule: V can continue into same-species state VSTAR"
"corsola",222,"NORMAL","NORMAL",222,"NORMAL","EX","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state EX"
"corsola",222,"NORMAL","NORMAL",222,"NORMAL","GX","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state GX"
"corsola",222,"NORMAL","NORMAL",222,"NORMAL","V","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state V"
"corsola",222,"NORMAL","NORMAL",222,"NORMAL","MEGA","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state MEGA"
"corsola",222,"NORMAL","NORMAL",864,"NORMAL","NORMAL","STANDARD","Standard evolution from species tree"
"corsola",222,"NORMAL","V",222,"NORMAL","VMAX","SPECIAL_CHAIN","House rule: V can continue into same-species state VMAX"
"corsola",222,"NORMAL","V",222,"NORMAL","VSTAR","SPECIAL_CHAIN","House rule: V can continue into same-species state VSTAR"
"corsola",864,"NORMAL","NORMAL",864,"NORMAL","EX","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state EX"
"corsola",864,"NORMAL","NORMAL",864,"NORMAL","GX","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state GX"
"corsola",864,"NORMAL","NORMAL",864,"NORMAL","V","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state V"
"corsola",864,"NORMAL","NORMAL",864,"NORMAL","MEGA","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state MEGA"
"corsola",864,"NORMAL","V",864,"NORMAL","VMAX","SPECIAL_CHAIN","House rule: V can continue into same-species state VMAX"
"corsola",864,"NORMAL","V",864,"NORMAL","VSTAR","SPECIAL_CHAIN","House rule: V can continue into same-species state VSTAR"
"cosmog",789,"NORMAL","NORMAL",789,"NORMAL","EX","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state EX"
"cosmog",789,"NORMAL","NORMAL",789,"NORMAL","GX","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state GX"
"cosmog",789,"NORMAL","NORMAL",789,"NORMAL","V","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state V"
"cosmog",789,"NORMAL","NORMAL",789,"NORMAL","MEGA","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state MEGA"
"cosmog",789,"NORMAL","NORMAL",790,"NORMAL","NORMAL","STANDARD","Standard evolution from species tree"
"cosmog",789,"NORMAL","V",789,"NORMAL","VMAX","SPECIAL_CHAIN","House rule: V can continue into same-species state VMAX"
"cosmog",789,"NORMAL","V",789,"NORMAL","VSTAR","SPECIAL_CHAIN","House rule: V can continue into same-species state VSTAR"
"cosmog",790,"NORMAL","NORMAL",790,"NORMAL","EX","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state EX"
"cosmog",790,"NORMAL","NORMAL",790,"NORMAL","GX","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state GX"
"cosmog",790,"NORMAL","NORMAL",790,"NORMAL","V","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state V"
"cosmog",790,"NORMAL","NORMAL",790,"NORMAL","MEGA","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state MEGA"
"cosmog",790,"NORMAL","NORMAL",791,"NORMAL","NORMAL","STANDARD","Standard evolution from species tree"
"cosmog",790,"NORMAL","NORMAL",792,"NORMAL","NORMAL","STANDARD","Standard evolution from species tree"
"cosmog",790,"NORMAL","V",790,"NORMAL","VMAX","SPECIAL_CHAIN","House rule: V can continue into same-species state VMAX"
"cosmog",790,"NORMAL","V",790,"NORMAL","VSTAR","SPECIAL_CHAIN","House rule: V can continue into same-species state VSTAR"
"cosmog",791,"NORMAL","NORMAL",791,"NORMAL","EX","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state EX"
"cosmog",791,"NORMAL","NORMAL",791,"NORMAL","GX","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state GX"
"cosmog",791,"NORMAL","NORMAL",791,"NORMAL","V","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state V"
"cosmog",791,"NORMAL","NORMAL",791,"NORMAL","MEGA","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state MEGA"
"cosmog",791,"NORMAL","V",791,"NORMAL","VMAX","SPECIAL_CHAIN","House rule: V can continue into same-species state VMAX"
"cosmog",791,"NORMAL","V",791,"NORMAL","VSTAR","SPECIAL_CHAIN","House rule: V can continue into same-species state VSTAR"
"cosmog",792,"NORMAL","NORMAL",792,"NORMAL","EX","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state EX"
"cosmog",792,"NORMAL","NORMAL",792,"NORMAL","GX","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state GX"
"cosmog",792,"NORMAL","NORMAL",792,"NORMAL","V","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state V"
"cosmog",792,"NORMAL","NORMAL",792,"NORMAL","MEGA","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state MEGA"
"cosmog",792,"NORMAL","V",792,"NORMAL","VMAX","SPECIAL_CHAIN","House rule: V can continue into same-species state VMAX"
"cosmog",792,"NORMAL","V",792,"NORMAL","VSTAR","SPECIAL_CHAIN","House rule: V can continue into same-species state VSTAR"
"cottonee",546,"NORMAL","NORMAL",546,"NORMAL","EX","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state EX"
"cottonee",546,"NORMAL","NORMAL",546,"NORMAL","GX","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state GX"
"cottonee",546,"NORMAL","NORMAL",546,"NORMAL","V","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state V"
"cottonee",546,"NORMAL","NORMAL",546,"NORMAL","MEGA","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state MEGA"
"cottonee",546,"NORMAL","NORMAL",547,"NORMAL","NORMAL","STANDARD","Standard evolution from species tree"
"cottonee",546,"NORMAL","V",546,"NORMAL","VMAX","SPECIAL_CHAIN","House rule: V can continue into same-species state VMAX"
"cottonee",546,"NORMAL","V",546,"NORMAL","VSTAR","SPECIAL_CHAIN","House rule: V can continue into same-species state VSTAR"
"cottonee",547,"NORMAL","NORMAL",547,"NORMAL","EX","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state EX"
"cottonee",547,"NORMAL","NORMAL",547,"NORMAL","GX","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state GX"
"cottonee",547,"NORMAL","NORMAL",547,"NORMAL","V","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state V"
"cottonee",547,"NORMAL","NORMAL",547,"NORMAL","MEGA","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state MEGA"
"cottonee",547,"NORMAL","V",547,"NORMAL","VMAX","SPECIAL_CHAIN","House rule: V can continue into same-species state VMAX"
"cottonee",547,"NORMAL","V",547,"NORMAL","VSTAR","SPECIAL_CHAIN","House rule: V can continue into same-species state VSTAR"
"crabrawler",739,"NORMAL","NORMAL",739,"NORMAL","EX","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state EX"
"crabrawler",739,"NORMAL","NORMAL",739,"NORMAL","GX","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state GX"
"crabrawler",739,"NORMAL","NORMAL",739,"NORMAL","V","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state V"
"crabrawler",739,"NORMAL","NORMAL",739,"NORMAL","MEGA","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state MEGA"
"crabrawler",739,"NORMAL","NORMAL",740,"NORMAL","NORMAL","STANDARD","Standard evolution from species tree"
"crabrawler",739,"NORMAL","V",739,"NORMAL","VMAX","SPECIAL_CHAIN","House rule: V can continue into same-species state VMAX"
"crabrawler",739,"NORMAL","V",739,"NORMAL","VSTAR","SPECIAL_CHAIN","House rule: V can continue into same-species state VSTAR"
"crabrawler",740,"NORMAL","NORMAL",740,"NORMAL","EX","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state EX"
"crabrawler",740,"NORMAL","NORMAL",740,"NORMAL","GX","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state GX"
"crabrawler",740,"NORMAL","NORMAL",740,"NORMAL","V","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state V"
"crabrawler",740,"NORMAL","NORMAL",740,"NORMAL","MEGA","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state MEGA"
"crabrawler",740,"NORMAL","V",740,"NORMAL","VMAX","SPECIAL_CHAIN","House rule: V can continue into same-species state VMAX"
"crabrawler",740,"NORMAL","V",740,"NORMAL","VSTAR","SPECIAL_CHAIN","House rule: V can continue into same-species state VSTAR"
"cramorant",845,"NORMAL","NORMAL",845,"NORMAL","EX","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state EX"
"cramorant",845,"NORMAL","NORMAL",845,"NORMAL","GX","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state GX"
"cramorant",845,"NORMAL","NORMAL",845,"NORMAL","V","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state V"
"cramorant",845,"NORMAL","NORMAL",845,"NORMAL","MEGA","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state MEGA"
"cramorant",845,"NORMAL","V",845,"NORMAL","VMAX","SPECIAL_CHAIN","House rule: V can continue into same-species state VMAX"
"cramorant",845,"NORMAL","V",845,"NORMAL","VSTAR","SPECIAL_CHAIN","House rule: V can continue into same-species state VSTAR"
"cranidos",408,"NORMAL","NORMAL",408,"NORMAL","EX","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state EX"
"cranidos",408,"NORMAL","NORMAL",408,"NORMAL","GX","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state GX"
"cranidos",408,"NORMAL","NORMAL",408,"NORMAL","V","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state V"
"cranidos",408,"NORMAL","NORMAL",408,"NORMAL","MEGA","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state MEGA"
"cranidos",408,"NORMAL","NORMAL",409,"NORMAL","NORMAL","STANDARD","Standard evolution from species tree"
"cranidos",408,"NORMAL","V",408,"NORMAL","VMAX","SPECIAL_CHAIN","House rule: V can continue into same-species state VMAX"
"cranidos",408,"NORMAL","V",408,"NORMAL","VSTAR","SPECIAL_CHAIN","House rule: V can continue into same-species state VSTAR"
"cranidos",409,"NORMAL","NORMAL",409,"NORMAL","EX","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state EX"
"cranidos",409,"NORMAL","NORMAL",409,"NORMAL","GX","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state GX"
"cranidos",409,"NORMAL","NORMAL",409,"NORMAL","V","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state V"
"cranidos",409,"NORMAL","NORMAL",409,"NORMAL","MEGA","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state MEGA"
"cranidos",409,"NORMAL","V",409,"NORMAL","VMAX","SPECIAL_CHAIN","House rule: V can continue into same-species state VMAX"
"cranidos",409,"NORMAL","V",409,"NORMAL","VSTAR","SPECIAL_CHAIN","House rule: V can continue into same-species state VSTAR"
"cresselia",488,"NORMAL","NORMAL",488,"NORMAL","EX","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state EX"
"cresselia",488,"NORMAL","NORMAL",488,"NORMAL","GX","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state GX"
"cresselia",488,"NORMAL","NORMAL",488,"NORMAL","V","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state V"
"cresselia",488,"NORMAL","NORMAL",488,"NORMAL","MEGA","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state MEGA"
"cresselia",488,"NORMAL","V",488,"NORMAL","VMAX","SPECIAL_CHAIN","House rule: V can continue into same-species state VMAX"
"cresselia",488,"NORMAL","V",488,"NORMAL","VSTAR","SPECIAL_CHAIN","House rule: V can continue into same-species state VSTAR"
"croagunk",453,"NORMAL","NORMAL",453,"NORMAL","EX","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state EX"
"croagunk",453,"NORMAL","NORMAL",453,"NORMAL","GX","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state GX"
"croagunk",453,"NORMAL","NORMAL",453,"NORMAL","V","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state V"
"croagunk",453,"NORMAL","NORMAL",453,"NORMAL","MEGA","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state MEGA"
"croagunk",453,"NORMAL","NORMAL",454,"NORMAL","NORMAL","STANDARD","Standard evolution from species tree"
"croagunk",453,"NORMAL","V",453,"NORMAL","VMAX","SPECIAL_CHAIN","House rule: V can continue into same-species state VMAX"
"croagunk",453,"NORMAL","V",453,"NORMAL","VSTAR","SPECIAL_CHAIN","House rule: V can continue into same-species state VSTAR"
"croagunk",454,"NORMAL","NORMAL",454,"NORMAL","EX","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state EX"
"croagunk",454,"NORMAL","NORMAL",454,"NORMAL","GX","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state GX"
"croagunk",454,"NORMAL","NORMAL",454,"NORMAL","V","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state V"
"croagunk",454,"NORMAL","NORMAL",454,"NORMAL","MEGA","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state MEGA"
"croagunk",454,"NORMAL","V",454,"NORMAL","VMAX","SPECIAL_CHAIN","House rule: V can continue into same-species state VMAX"
"croagunk",454,"NORMAL","V",454,"NORMAL","VSTAR","SPECIAL_CHAIN","House rule: V can continue into same-species state VSTAR"
"cryogonal",615,"NORMAL","NORMAL",615,"NORMAL","EX","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state EX"
"cryogonal",615,"NORMAL","NORMAL",615,"NORMAL","GX","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state GX"
"cryogonal",615,"NORMAL","NORMAL",615,"NORMAL","V","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state V"
"cryogonal",615,"NORMAL","NORMAL",615,"NORMAL","MEGA","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state MEGA"
"cryogonal",615,"NORMAL","V",615,"NORMAL","VMAX","SPECIAL_CHAIN","House rule: V can continue into same-species state VMAX"
"cryogonal",615,"NORMAL","V",615,"NORMAL","VSTAR","SPECIAL_CHAIN","House rule: V can continue into same-species state VSTAR"
"cubchoo",613,"NORMAL","NORMAL",613,"NORMAL","EX","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state EX"
"cubchoo",613,"NORMAL","NORMAL",613,"NORMAL","GX","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state GX"
"cubchoo",613,"NORMAL","NORMAL",613,"NORMAL","V","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state V"
"cubchoo",613,"NORMAL","NORMAL",613,"NORMAL","MEGA","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state MEGA"
"cubchoo",613,"NORMAL","NORMAL",614,"NORMAL","NORMAL","STANDARD","Standard evolution from species tree"
"cubchoo",613,"NORMAL","V",613,"NORMAL","VMAX","SPECIAL_CHAIN","House rule: V can continue into same-species state VMAX"
"cubchoo",613,"NORMAL","V",613,"NORMAL","VSTAR","SPECIAL_CHAIN","House rule: V can continue into same-species state VSTAR"
"cubchoo",614,"NORMAL","NORMAL",614,"NORMAL","EX","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state EX"
"cubchoo",614,"NORMAL","NORMAL",614,"NORMAL","GX","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state GX"
"cubchoo",614,"NORMAL","NORMAL",614,"NORMAL","V","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state V"
"cubchoo",614,"NORMAL","NORMAL",614,"NORMAL","MEGA","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state MEGA"
"cubchoo",614,"NORMAL","V",614,"NORMAL","VMAX","SPECIAL_CHAIN","House rule: V can continue into same-species state VMAX"
"cubchoo",614,"NORMAL","V",614,"NORMAL","VSTAR","SPECIAL_CHAIN","House rule: V can continue into same-species state VSTAR"
"cubone",104,"NORMAL","NORMAL",104,"NORMAL","EX","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state EX"
"cubone",104,"NORMAL","NORMAL",104,"NORMAL","GX","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state GX"
"cubone",104,"NORMAL","NORMAL",104,"NORMAL","V","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state V"
"cubone",104,"NORMAL","NORMAL",104,"NORMAL","MEGA","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state MEGA"
"cubone",104,"NORMAL","NORMAL",105,"NORMAL","NORMAL","STANDARD","Standard evolution from species tree"
"cubone",104,"NORMAL","V",104,"NORMAL","VMAX","SPECIAL_CHAIN","House rule: V can continue into same-species state VMAX"
"cubone",104,"NORMAL","V",104,"NORMAL","VSTAR","SPECIAL_CHAIN","House rule: V can continue into same-species state VSTAR"
"cubone",105,"NORMAL","NORMAL",105,"NORMAL","EX","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state EX"
"cubone",105,"NORMAL","NORMAL",105,"NORMAL","GX","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state GX"
"cubone",105,"NORMAL","NORMAL",105,"NORMAL","V","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state V"
"cubone",105,"NORMAL","NORMAL",105,"NORMAL","MEGA","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state MEGA"
"cubone",105,"NORMAL","V",105,"NORMAL","VMAX","SPECIAL_CHAIN","House rule: V can continue into same-species state VMAX"
"cubone",105,"NORMAL","V",105,"NORMAL","VSTAR","SPECIAL_CHAIN","House rule: V can continue into same-species state VSTAR"
"cufant",878,"NORMAL","NORMAL",878,"NORMAL","EX","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state EX"
"cufant",878,"NORMAL","NORMAL",878,"NORMAL","GX","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state GX"
"cufant",878,"NORMAL","NORMAL",878,"NORMAL","V","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state V"
"cufant",878,"NORMAL","NORMAL",878,"NORMAL","MEGA","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state MEGA"
"cufant",878,"NORMAL","NORMAL",879,"NORMAL","NORMAL","STANDARD","Standard evolution from species tree"
"cufant",878,"NORMAL","V",878,"NORMAL","VMAX","SPECIAL_CHAIN","House rule: V can continue into same-species state VMAX"
"cufant",878,"NORMAL","V",878,"NORMAL","VSTAR","SPECIAL_CHAIN","House rule: V can continue into same-species state VSTAR"
"cufant",879,"NORMAL","NORMAL",879,"NORMAL","EX","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state EX"
"cufant",879,"NORMAL","NORMAL",879,"NORMAL","GX","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state GX"
"cufant",879,"NORMAL","NORMAL",879,"NORMAL","V","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state V"
"cufant",879,"NORMAL","NORMAL",879,"NORMAL","MEGA","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state MEGA"
"cufant",879,"NORMAL","V",879,"NORMAL","VMAX","SPECIAL_CHAIN","House rule: V can continue into same-species state VMAX"
"cufant",879,"NORMAL","V",879,"NORMAL","VSTAR","SPECIAL_CHAIN","House rule: V can continue into same-species state VSTAR"
"cutiefly",742,"NORMAL","NORMAL",742,"NORMAL","EX","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state EX"
"cutiefly",742,"NORMAL","NORMAL",742,"NORMAL","GX","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state GX"
"cutiefly",742,"NORMAL","NORMAL",742,"NORMAL","V","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state V"
"cutiefly",742,"NORMAL","NORMAL",742,"NORMAL","MEGA","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state MEGA"
"cutiefly",742,"NORMAL","NORMAL",743,"NORMAL","NORMAL","STANDARD","Standard evolution from species tree"
"cutiefly",742,"NORMAL","V",742,"NORMAL","VMAX","SPECIAL_CHAIN","House rule: V can continue into same-species state VMAX"
"cutiefly",742,"NORMAL","V",742,"NORMAL","VSTAR","SPECIAL_CHAIN","House rule: V can continue into same-species state VSTAR"
"cutiefly",743,"NORMAL","NORMAL",743,"NORMAL","EX","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state EX"
"cutiefly",743,"NORMAL","NORMAL",743,"NORMAL","GX","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state GX"
"cutiefly",743,"NORMAL","NORMAL",743,"NORMAL","V","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state V"
"cutiefly",743,"NORMAL","NORMAL",743,"NORMAL","MEGA","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state MEGA"
"cutiefly",743,"NORMAL","V",743,"NORMAL","VMAX","SPECIAL_CHAIN","House rule: V can continue into same-species state VMAX"
"cutiefly",743,"NORMAL","V",743,"NORMAL","VSTAR","SPECIAL_CHAIN","House rule: V can continue into same-species state VSTAR"
"cyclizar",967,"NORMAL","NORMAL",967,"NORMAL","EX","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state EX"
"cyclizar",967,"NORMAL","NORMAL",967,"NORMAL","GX","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state GX"
"cyclizar",967,"NORMAL","NORMAL",967,"NORMAL","V","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state V"
"cyclizar",967,"NORMAL","NORMAL",967,"NORMAL","MEGA","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state MEGA"
"cyclizar",967,"NORMAL","V",967,"NORMAL","VMAX","SPECIAL_CHAIN","House rule: V can continue into same-species state VMAX"
"cyclizar",967,"NORMAL","V",967,"NORMAL","VSTAR","SPECIAL_CHAIN","House rule: V can continue into same-species state VSTAR"
"cyndaquil",155,"NORMAL","NORMAL",155,"NORMAL","EX","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state EX"
"cyndaquil",155,"NORMAL","NORMAL",155,"NORMAL","GX","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state GX"
"cyndaquil",155,"NORMAL","NORMAL",155,"NORMAL","V","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state V"
"cyndaquil",155,"NORMAL","NORMAL",155,"NORMAL","MEGA","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state MEGA"
"cyndaquil",155,"NORMAL","NORMAL",156,"NORMAL","NORMAL","STANDARD","Standard evolution from species tree"
"cyndaquil",155,"NORMAL","V",155,"NORMAL","VMAX","SPECIAL_CHAIN","House rule: V can continue into same-species state VMAX"
"cyndaquil",155,"NORMAL","V",155,"NORMAL","VSTAR","SPECIAL_CHAIN","House rule: V can continue into same-species state VSTAR"
"cyndaquil",156,"NORMAL","NORMAL",156,"NORMAL","EX","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state EX"
"cyndaquil",156,"NORMAL","NORMAL",156,"NORMAL","GX","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state GX"
"cyndaquil",156,"NORMAL","NORMAL",156,"NORMAL","V","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state V"
"cyndaquil",156,"NORMAL","NORMAL",156,"NORMAL","MEGA","SPECIAL_BRANCH","House rule: NORMAL can branch into same-species special state MEGA"
"cyndaquil",156,"NORMAL","NORMAL",157,"NORMAL","NORMAL","STANDARD","Standard evolution from species tree"
